cmpdname,drugbank_id,atc_code,atc_label
Imolamine,DB09284,C01,Cardiac therapy 
Iocetamic Acid,DB09403,V08,Contrast media 
Isosorbide Mononitrate,DB01020,C01,Cardiac therapy 
Gestrinone,DB11619,G03,Sex hormones and modulators of the genital system 
Thenalidine,DB04826,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. "
Thenalidine,DB04826,R06,Antihistamines for systemic use 
Ornidazole,DB13026,G01,Gynecological antiinfectives and antiseptics 
Ornidazole,DB13026,J01,Antibacterials for systemic use 
Ornidazole,DB13026,P01,Antiprotozoals 
Etamiphylline,DB13592,R03,Drugs for obstructive airway diseases 
Danazol,DB01406,G03,Sex hormones and modulators of the genital system 
Benzoctamine,DB09021,N05,Psycholeptics 
Deslanoside,DB01078,C01,Cardiac therapy 
Metizoline,DB13614,R01,Nasal preparations 
Bisoxatin,DB09219,A06,Drugs for constipation 
Metergoline,DB13520,G02,Other gynecologicals 
Lisuride,DB00589,G02,Other gynecologicals 
Lisuride,DB00589,N02,Analgesics 
Fentiazac,DB13217,M01,Antiinflammatory and antirheumatic products 
Fentiazac,DB13217,M02,Topical products for joint and muscular pain 
Butamirate,DB13731,R05,Cough and cold preparations 
Ditazole,DB08994,B01,Antithrombotic agents 
Streptozocin,DB00428,L01,Antineoplastic agents 
Taurolidine,DB12473,B05,Blood substitutes and perfusion solutions 
Dextilidine,DB13787,N02,Analgesics 
Daunorubicin,DB00694,L01,Antineoplastic agents 
Lofexidine,DB04948,N07,Other nervous system drugs 
Cephapirin,DB01139,J01,Antibacterials for systemic use 
Dexetimide,DB08997,N04,Anti-parkinson drugs 
Butalamine,DB13681,C04,Peripheral vasodilators 
Alclofenac,DB13167,M01,Antiinflammatory and antirheumatic products 
Trimethyldiphenylpropylamine,DB13361,A03,Drugs for functional gastrointestinal disorders 
Carbimazole,DB00389,H03,Thyroid therapy 
Bromocriptine,DB01200,G02,Other gynecologicals 
Bromocriptine,DB01200,N04,Anti-parkinson drugs 
Paraldehyde,DB09117,N05,Psycholeptics 
Triamcinolone,DB00620,A01,Stomatological preparations 
Triamcinolone,DB00620,C05,Vasoprotectives 
Triamcinolone,DB00620,D07,"Corticosteroids, dermatological preparations "
Triamcinolone,DB00620,D07,"Corticosteroids, dermatological preparations "
Triamcinolone,DB00620,H02,Corticosteroids for systemic use 
Triamcinolone,DB00620,R01,Nasal preparations 
Triamcinolone,DB00620,R03,Drugs for obstructive airway diseases 
Triamcinolone,DB00620,S01,Ophthalmologicals 
Oxyphenisatin,DB04823,A06,Drugs for constipation 
Methiodal,DB13321,V08,Contrast media 
Fludrocortisone,DB00687,H02,Corticosteroids for systemic use 
Ursodiol,DB01586,A05,Bile and liver therapy 
Metipranolol,DB01214,S01,Ophthalmologicals 
Proquazone,DB13649,M01,Antiinflammatory and antirheumatic products 
Dimetofrine,DB13494,C01,Cardiac therapy 
Silybin,DB09298,A05,Bile and liver therapy 
Benznidazole,DB11989,P01,Antiprotozoals 
Halazepam,DB00801,N05,Psycholeptics 
Doxorubicin,DB00997,L01,Antineoplastic agents 
Fedrilate,DB13825,R05,Cough and cold preparations 
Bevonium,DB13542,A03,Drugs for functional gastrointestinal disorders 
Zinc Cation,DB14532,A16,Other alimentary tract and metabolism products 
Carticaine,DB09009,N01,Anesthetics 
Glisoxepide,DB01289,A10,Drugs used in diabetes 
Dexchlorpheniramine,DB13679,R06,Antihistamines for systemic use 
Ribostamycin,DB03615,J01,Antibacterials for systemic use 
Cefazolin,DB01327,J01,Antibacterials for systemic use 
Cambendazole,DB11380,B01,Antithrombotic agents 
Pivampicillin,DB01604,J01,Antibacterials for systemic use 
Ritodrinium,DB00867,G02,Other gynecologicals 
Amoxicillin,DB01060,J01,Antibacterials for systemic use 
Timolol,DB00373,C07,Beta blocking agents 
Timolol,DB00373,S01,Ophthalmologicals 
Indoramin,DB08950,C02,Antihypertensives 
Penfluridol,DB13791,N05,Psycholeptics 
Carfecillin,DB13506,G01,Gynecological antiinfectives and antiseptics 
Oxametacin,DB13308,M01,Antiinflammatory and antirheumatic products 
Tramadol,DB00193,N02,Analgesics 
Ketazolam,DB01587,N05,Psycholeptics 
Almitrine,DB01430,R07,Other respiratory system products 
Nicergoline,DB00699,C04,Peripheral vasodilators 
Emepronium,DB13505,G04,Urologicals 
Tymazoline,DB08803,R01,Nasal preparations 
Oxcarbazepine,DB00776,N03,Antiepileptics 
Difenoxin,DB01501,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Prednimustine,DB12832,L01,Antineoplastic agents 
Toloxatone,DB09245,N06,Psychoanaleptics 
Ioxitalamic Acid,DB13444,V08,Contrast media 
Moricizine,DB00680,C01,Cardiac therapy 
Ademetionine,DB00118,A16,Other alimentary tract and metabolism products 
Amineptine,DB04836,N06,Psychoanaleptics 
Bitolterol,DB00901,R03,Drugs for obstructive airway diseases 
Zidovudine,DB00495,J05,Antivirals for systemic use 
Etofenamate,DB08984,M02,Topical products for joint and muscular pain 
Feprazone,DB13364,M01,Antiinflammatory and antirheumatic products 
Feprazone,DB13364,M02,Topical products for joint and muscular pain 
Iodoxamic acid,DB13539,V08,Contrast media 
Flubendazole,DB08974,P02,Anthelmintics 
Ciclobendazole,DB13465,P02,Anthelmintics 
Levormeloxifene,DB13310,G03,Sex hormones and modulators of the genital system 
Pirprofen,DB13722,M01,Antiinflammatory and antirheumatic products 
Morclofone,DB13558,R05,Cough and cold preparations 
Guanazodine,DB13604,C02,Antihypertensives 
Medifoxamine,DB13219,N06,Psychoanaleptics 
Sisomicin,DB12604,J01,Antibacterials for systemic use 
Bunaftine,DB13652,C01,Cardiac therapy 
Amdinocillin,DB01163,J01,Antibacterials for systemic use 
Tobramycin,DB00684,J01,Antibacterials for systemic use 
Tobramycin,DB00684,S01,Ophthalmologicals 
Paclitaxel,DB01229,L01,Antineoplastic agents 
Etoposide,DB00773,L01,Antineoplastic agents 
Promegestone,DB13602,G03,Sex hormones and modulators of the genital system 
Dobutamine,DB00841,C01,Cardiac therapy 
Zipeprol,DB13564,R05,Cough and cold preparations 
Tertatolol,DB13775,C07,Beta blocking agents 
Ticarcillin,DB01607,J01,Antibacterials for systemic use 
Carbuterol,DB13625,R03,Drugs for obstructive airway diseases 
Carbuterol,DB13625,R03,Drugs for obstructive airway diseases 
Trimazosin,DB09206,C02,Antihypertensives 
Camazepam,DB01489,N05,Psycholeptics 
Halofantrine,DB01218,P01,Antiprotozoals 
Imidazole salicylate,DB13860,N02,Analgesics 
Penbutolol,DB01359,C07,Beta blocking agents 
Etidocaine,DB08987,N01,Anesthetics 
Ribavirin,DB00811,J05,Antivirals for systemic use 
Adinazolam,DB00546,N05,Psycholeptics 
Amikacin,DB00479,D06,Antibiotics and chemotherapeutics for dermatological use 
Amikacin,DB00479,J01,Antibacterials for systemic use 
Amikacin,DB00479,S01,Ophthalmologicals 
Cridanimod,DB13674,L03,Immunostimulants 
Cephradine,DB01333,J01,Antibacterials for systemic use 
Ticrynafen,DB04831,C03,Diuretics 
Doxefazepam,DB13837,N05,Psycholeptics 
Methyldopa,DB00968,C02,Antihypertensives 
Tocainide,DB01056,C01,Cardiac therapy 
Bezafibrate,DB01393,C10,Lipid modifying agents 
Nadolol,DB01203,C07,Beta blocking agents 
Diltiazem,DB00343,C05,Vasoprotectives 
Diltiazem,DB00343,C08,Calcium channel blockers 
Nimustine,DB13069,L01,Antineoplastic agents 
Levobunolol,DB01210,S01,Ophthalmologicals 
Lonidamine,DB06266,L01,Antineoplastic agents
Vecuronium,DB01339,M03,Muscle relaxants 
Dexibuprofen,DB09213,M01,Antiinflammatory and antirheumatic products 
Benoxaprofen,DB04812,M01,Antiinflammatory and antirheumatic products 
Permethrin,DB04930,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
Pinazepam,DB13335,N05,Psycholeptics 
Deltamethrin,DB13600,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
Etoperidone,DB09194,N06,Psychoanaleptics 
Pirfenidone,DB04951,L04,Immunosuppressants 
Pinaverium,DB09090,A03,Drugs for functional gastrointestinal disorders 
Desogestrel,DB00304,G03,Sex hormones and modulators of the genital system 
Meptazinol,DB13478,N02,Analgesics 
Muzolimine,DB13801,C03,Diuretics 
Nitazoxanide,DB00507,P01,Antiprotozoals 
Sufentanil,DB00708,N01,Anesthetics 
Torsemide,DB00214,C03,Diuretics 
Epirubicin,DB00445,L01,Antineoplastic agents 
Cefmetazole,DB00274,J01,Antibacterials for systemic use 
Desflurane,DB01189,N01,Anesthetics 
Tiropramide,DB13091,A03,Drugs for functional gastrointestinal disorders 
Prenalterol,DB13777,C01,Cardiac therapy 
Sequifenadine,DB13566,R06,Antihistamines for systemic use 
Lorcainide,DB13653,C01,Cardiac therapy 
Idarubicin,DB01177,L01,Antineoplastic agents 
Ceforanide,DB00923,J01,Antibacterials for systemic use 
Cefonicid,DB01328,J01,Antibacterials for systemic use 
Piperacillin,DB00319,J01,Antibacterials for systemic use 
Cefotiam,DB00229,J01,Antibacterials for systemic use 
Domiodol,DB13768,R05,Cough and cold preparations 
Paroxetine,DB00715,N06,Psychoanaleptics 
Captopril,DB01197,C09,Agents acting on the renin-angiotensin system 
Bopindolol,DB08807,C07,Beta blocking agents 
Progabide,DB00837,N03,Antiepileptics 
Cefoperazone,DB01329,J01,Antibacterials for systemic use 
Lodoxamide,DB06794,S01,Ophthalmologicals 
Butoconazole,DB00639,G01,Gynecological antiinfectives and antiseptics 
Latamoxef,DB04570,J01,Antibacterials for systemic use 
Nicorandil,DB09220,C01,Cardiac therapy 
Ketoconazole,DB05667,D01,Antifungals for dermatological use 
Ketoconazole,DB05667,G01,Gynecological antiinfectives and antiseptics 
Ketoconazole,DB05667,H02,Corticosteroids for systemic use 
Ketoconazole,DB05667,J02,Antimycotics for systemic use 
Endralazine,DB13435,C02,Antihypertensives 
Pergolide,DB01186,N04,Anti-parkinson drugs 
Cefadroxil,DB01140,J01,Antibacterials for systemic use 
Veralipride,DB13523,N05,Psycholeptics 
Encainide,DB01228,C01,Cardiac therapy 
Triclabendazole,DB12245,P02,Anthelmintics 
Nedocromil,DB00716,R01,Nasal preparations 
Nedocromil,DB00716,R03,Drugs for obstructive airway diseases 
Nedocromil,DB00716,S01,Ophthalmologicals 
Doxofylline,DB09273,R03,Drugs for obstructive airway diseases 
Cefaclor,DB00833,J01,Antibacterials for systemic use 
Pefloxacin,DB00487,J01,Antibacterials for systemic use 
Octenidine,DB12624,A01,Stomatological preparations 
Octenidine,DB12624,R02,Throat preparations 
Alfentanil,DB00802,N01,Anesthetics 
Miglustat,DB00419,A16,Other alimentary tract and metabolism products 
Pramiracetam,DB13247,N06,Psychoanaleptics 
Fenticonazole,DB13434,D01,Antifungals for dermatological use 
Fenticonazole,DB13434,G01,Gynecological antiinfectives and antiseptics 
Cefotetan,DB01330,J01,Antibacterials for systemic use 
Lovastatin,DB00227,C10,Lipid modifying agents 
Flupirtine,DB06623,N02,Analgesics
Tolrestat,DB02383,A10,Drugs used in diabetes 
Enoximone,DB04880,C01,Cardiac therapy 
Stepronin,DB01423,R05,Cough and cold preparations 
Amorolfine,DB09056,D01,Antifungals for dermatological use 
Levocabastine,DB01106,R01,Nasal preparations 
Levocabastine,DB01106,S01,Ophthalmologicals 
Simvastatin,DB00641,C10,Lipid modifying agents 
Remoxipride,DB00409,N05,Psycholeptics 
Balsalazide,DB01014,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Pravastatin,DB00175,C10,Lipid modifying agents 
Cabergoline,DB00248,G02,Other gynecologicals 
Cabergoline,DB00248,N04,Anti-parkinson drugs 
Bambuterol,DB01408,R03,Drugs for obstructive airway diseases 
Atomoxetine,DB00289,N06,Psychoanaleptics 
Quinapril,DB00881,C09,Agents acting on the renin-angiotensin system 
Cicletanine,DB12766,C03,Diuretics 
Gepirone,DB12184,N06,Psychoanaleptics 
Mifepristone,DB00834,G03,Sex hormones and modulators of the genital system 
Itraconazole,DB01167,J02,Antimycotics for systemic use 
Gusperimus,DB12692,L04,Immunosuppressants 
Dopexamine,DB12313,C01,Cardiac therapy 
Iopentol,DB13861,V08,Contrast media 
Cilazapril,DB01340,C09,Agents acting on the renin-angiotensin system 
Fosphenytoin,DB01320,N03,Antiepileptics 
Fluorodopa F-18,DB13848,V09,Diagnostic radiopharmaceuticals 
Ranolazine,DB00243,C01,Cardiac therapy
Finasteride,DB01216,G04,Urologicals 
Imiquimod,DB00724,D06,Antibiotics and chemotherapeutics for dermatological use 
Rufloxacin,DB13772,J01,Antibacterials for systemic use 
Idanpramine,DB13276,A03,Drugs for functional gastrointestinal disorders 
Rotigotine,DB05271,N04,Anti-parkinson drugs 
Esmolol,DB00187,C07,Beta blocking agents 
Temafloxacin,DB01405,J01,Antibacterials for systemic use 
Sertindole,DB06144,N05,Psycholeptics 
Adapalene,DB00210,D10,Anti-acne preparations 
Exemestane,DB00990,L02,Endocrine therapy 
Sparfloxacin,DB01208,J01,Antibacterials for systemic use 
Clopidogrel,DB00758,B01,Antithrombotic agents 
Cidofovir,DB00369,J05,Antivirals for systemic use 
Tiagabine,DB00906,N03,Antiepileptics 
Mibefradil,DB01388,C08,Calcium channel blockers 
Topotecan,DB01030,L01,Antineoplastic agents 
Tenidap,DB13481,M01,Antiinflammatory and antirheumatic products 
Gadoteridol,DB00597,V08,Contrast media 
Bromfenac,DB00963,S01,Ophthalmologicals 
Gemcitabine,DB00441,L01,Antineoplastic agents 
Temoporfin,DB11630,L01,Antineoplastic agents 
Ibutilide,DB00308,C01,Cardiac therapy 
Arbutamine,DB01102,C01,Cardiac therapy 
Aripiprazole,DB01238,N05,Psycholeptics 
Remifentanil,DB00899,N01,Anesthetics 
Atorvastatin,DB01076,C10,Lipid modifying agents 
Lamivudine,DB00709,J05,Antivirals for systemic use 
Duloxetine,DB00476,N06,Psychoanaleptics 
Irinotecan,DB00762,L01,Antineoplastic agents 
Valsartan,DB00177,C09,Agents acting on the renin-angiotensin system 
Ibandronic Acid,DB00710,M05,Drugs for treatment of bone diseases 
Ziprasidone,DB00246,N05,Psycholeptics 
Zanamivir,DB00558,J05,Antivirals for systemic use 
Zolmitriptan,DB00315,N02,Analgesics 
Adefovir Dipivoxil,DB00718,J05,Antivirals for systemic use 
Emtricitabine,DB00879,J05,Antivirals for systemic use 
Tasosartan,DB01349,C09,Agents acting on the renin-angiotensin system 
Tiludronic Acid,DB01133,M05,Drugs for treatment of bone diseases 
Tirofiban,DB00775,B01,Antithrombotic agents 
Capecitabine,DB01101,L01,Antineoplastic agents 
Adenosine,DB00640,C01,Cardiac therapy
Ferric citrate,DB09162,V03,All other therapeutic products 
Bezitramide,DB01459,N02,Analgesics 
Calcium beta-glycerophosphate,DB11264,A12,Mineral supplements 
Azidamfenicol,DB13294,S01,Ophthalmologicals 
Calcium Gluceptate,DB00326,A12,Mineral supplements 
Cyamemazine,DB09000,N05,Psycholeptics 
Pipotiazine,DB01621,N05,Psycholeptics 
Cisatracurium,DB00565,M03,Muscle relaxants 
Trovafloxacin,DB00685,J01,Antibacterials for systemic use 
Methylprednisolone Aceponate,DB14643,D07,"Corticosteroids, dermatological preparations "
Efavirenz,DB00625,J05,Antivirals for systemic use 
Nelfinavir,DB00220,J05,Antivirals for systemic use 
Tromantadine,DB13288,D06,Antibiotics and chemotherapeutics for dermatological use 
Tromantadine,DB13288,J05,Antivirals for systemic use 
Aluminum Phosphate,DB14517,A02,Drugs for acid related disorders 
Propamidine,DB13296,D08,Antiseptics and disinfectants 
Propamidine,DB13296,S01,Ophthalmologicals 
N-Methylnicotinamide,DB08840,A05,Bile and liver therapy 
Meglumine Antimoniate,DB13732,P01,Antiprotozoals 
Plerixafor,DB06809,L03,Immunostimulants 
Amprenavir,DB00701,J05,Antivirals for systemic use 
Oseltamivir,DB00198,J05,Antivirals for systemic use 
Ibacitabine,DB13776,D06,Antibiotics and chemotherapeutics for dermatological use 
Hexamidine,DB03808,D08,Antiseptics and disinfectants 
Hexamidine,DB03808,R01,Nasal preparations 
Hexamidine,DB03808,R02,Throat preparations 
Hexamidine,DB03808,S01,Ophthalmologicals 
Hexamidine,DB03808,S03,Ophthalmological and otological preparations 
Gallium Citrate Ga-67,DB06784,V09,Diagnostic radiopharmaceuticals 
Ioglicic acid,DB13701,V08,Contrast media 
Iopamidol,DB08947,V08,Contrast media 
4-(Aminomethyl)benzoic acid,DB13244,B02,Antihemorrhagics 
Imipraminoxide,DB13782,N06,Psychoanaleptics 
Tilbroquinol,DB13222,P01,Antiprotozoals 
Iprazochrome,DB13541,N02,Analgesics 
Quifenadine,DB13713,R06,Antihistamines for systemic use 
Talastine,DB13349,R06,Antihistamines for systemic use 
Bendamustine,DB06769,L01,Antineoplastic agents 
Erdosteine,DB05057,R05,Cough and cold preparations 
Droxicam,DB09215,M01,Antiinflammatory and antirheumatic products 
Mepixanox,DB13579,R07,Other respiratory system products 
Viminol,DB13353,N02,Analgesics
Trofosfamide,DB12902,L01,Antineoplastic agents 
Caroverine,DB13835,A03,Drugs for functional gastrointestinal disorders 
Etofamide,DB13258,P01,Antiprotozoals 
"4,4'-[1,4-Phenylenebis(methylidynenitrilo)]bis[3-isoxazolidinone]",DB12954,J04,Antimycobacterials 
Chlorproethazine,DB13382,N05,Psycholeptics 
Ceftezole,DB13821,J01,Antibacterials for systemic use 
Tretoquinol,DB13692,R03,Drugs for obstructive airway diseases 
Tretoquinol,DB13692,R03,Drugs for obstructive airway diseases 
Etofibrate,DB08983,C10,Lipid modifying agents 
Pirisudanol,DB13412,N06,Psychoanaleptics 
Oxaceprol,DB13363,M01,Antiinflammatory and antirheumatic products 
Ritiometan,DB13267,R01,Nasal preparations 
Cloranolol,DB13508,C07,Beta blocking agents 
Tedisamil,DB06200,C01,Cardiac therapy 
Levodropropizine,DB12472,R05,Cough and cold preparations 
Sertaconazole,DB01153,D01,Antifungals for dermatological use 
Sertaconazole,DB01153,G01,Gynecological antiinfectives and antiseptics 
Flomoxef,DB11935,J01,Antibacterials for systemic use 
Lercanidipine,DB00528,C08,Calcium channel blockers 
Faropenem,DB12190,J01,Antibacterials for systemic use
Mizolastine,DB12523,R06,Antihistamines for systemic use 
Pidotimod,DB11364,L03,Immunostimulants 
Prulifloxacin,DB11892,J01,Antibacterials for systemic use 
Pazufloxacin,DB11774,J01,Antibacterials for systemic use 
Indanazoline,DB13827,R01,Nasal preparations 
Repaglinide,DB00912,A10,Drugs used in diabetes 
Iobitridol,DB12407,V08,Contrast media 
Telmisartan,DB00966,C09,Agents acting on the renin-angiotensin system 
Benzilone,DB13369,A03,Drugs for functional gastrointestinal disorders 
Cortivazol,DB13003,H02,Corticosteroids for systemic use 
Propatyl Nitrate,DB13255,C01,Cardiac therapy 
Dexfenfluramine,DB01191,A08,"Antiobesity preparations, excl. diet products "
Gold (198Au) colloidal,DB13427,V10,Therapeutic radiopharmaceuticals 
Xenon Xe-133,DB09315,V09,Diagnostic radiopharmaceuticals 
Edoxudine,DB13421,D06,Antibiotics and chemotherapeutics for dermatological use 
"Krypton, Kr-81m",DB09443,V09,Diagnostic radiopharmaceuticals 
Cetiedil,DB13753,C04,Peripheral vasodilators 
Gallamine,DB13584,M03,Muscle relaxants 
"3,5-Dibromo-L-tyrosine",DB07637,H03,Thyroid therapy 
Sulbentine,DB13671,D01,Antifungals for dermatological use 
Dipyrocetyl,DB13839,N02,Analgesics 
Histapyrrodine,DB13479,R06,Antihistamines for systemic use 
Difetarsone,DB13599,P01,Antiprotozoals 
Diiodohydroxypropane,DB13383,D08,Antiseptics and disinfectants 
Fenquizone,DB13708,C03,Diuretics 
Ibopamine,DB13316,C01,Cardiac therapy 
Ibopamine,DB13316,S01,Ophthalmologicals 
Sertraline,DB01104,N06,Psychoanaleptics 
Ronifibrate,DB13460,C10,Lipid modifying agents 
Arbekacin,DB06696,J01,Antibacterials for systemic use 
Ibuproxam,DB08955,M01,Antiinflammatory and antirheumatic products 
Lonazolac,DB13432,M01,Antiinflammatory and antirheumatic products 
Letosteine,DB08939,R05,Cough and cold preparations 
Rilmenidine,DB11738,C02,Antihypertensives 
Zoledronate,DB00399,M05,Drugs for treatment of bone diseases 
Guacetisal,DB13538,N02,Analgesics 
Brodimoprim,DB13795,J01,Antibacterials for systemic use 
Talinolol,DB11770,C07,Beta blocking agents 
Budipine,DB13502,N04,Anti-parkinson drugs 
Protiofate,DB13632,G01,Gynecological antiinfectives and antiseptics 
Nomegestrol,DB11636,G03,Sex hormones and modulators of the genital system 
Fexinidazole,DB12265,P01,Antiprotozoals 
Artemisinin,DB13132,P01,Antiprotozoals 
Brinzolamide,DB01194,S01,Ophthalmologicals 
Dienogest,DB09123,G03,Sex hormones and modulators of the genital system 
Propacetamol,DB09288,N02,Analgesics 
Cinitapride,DB08810,A03,Drugs for functional gastrointestinal disorders 
Flunoxaprofen,DB13317,G02,Other gynecologicals 
Flunoxaprofen,DB13317,M01,Antiinflammatory and antirheumatic products 
Tianeptine,DB09289,N06,Psychoanaleptics 
Drospirenone,DB01395,G03,Sex hormones and modulators of the genital system 
Cloricromen,DB13367,B01,Antithrombotic agents 
Pivagabine,DB12951,N06,Psychoanaleptics 
Artemether,DB06697,P01,Antiprotozoals 
Hydrocortisone Aceponate,DB14538,D07,"Corticosteroids, dermatological preparations "
Sulfaperin,DB13320,J01,Antibacterials for systemic use 
Fluindione,DB13136,B01,Antithrombotic agents 
Oxabolone cipionate,DB13185,A14,Anabolic agents for systemic use 
Isobromindione,DB13545,M04,Antigout preparations 
Triheptanoin,DB11677,A16,Other alimentary tract and metabolism products 
Clofenamide,DB13663,C03,Diuretics 
Morinamide,DB13417,J04,Antimycobacterials 
Pentifylline,DB13634,C04,Peripheral vasodilators 
Clorindione,DB13275,B01,Antithrombotic agents 
Moxaverine,DB12251,A03,Drugs for functional gastrointestinal disorders 
Valpromide,DB04165,N03,Antiepileptics 
Cloridarol,DB13291,C01,Cardiac therapy 
Cefminox,DB09062,J01,Antibacterials for systemic use 
Acamprosate,DB00659,N07,Other nervous system drugs 
Sodium Phosphate P-32,DB09370,V10,Therapeutic radiopharmaceuticals 
Methscopolamine,DB11315,A03,Drugs for functional gastrointestinal disorders 
Methscopolamine,DB11315,S01,Ophthalmologicals 
Meprotixol,DB13822,R05,Cough and cold preparations 
Barbexaclone,DB09001,N03,Antiepileptics 
Vinburnine,DB13793,C04,Peripheral vasodilators 
Flurithromycin,DB13338,J01,Antibacterials for systemic use 
Tiracizine,DB13635,C01,Cardiac therapy
Nebivolol,DB04861,C07,Beta blocking agents 
Dofetilide,DB00204,C01,Cardiac therapy 
Biapenem,DB13028,J01,Antibacterials for systemic use 
"10-(4-aminobutyl)-N-(1-amino-3-hydroxy-1-oxobutan-2-yl)-19-[(2-amino-3-naphthalen-2-ylpropanoyl)amino]-16-[(4-hydroxyphenyl)methyl]-13-(1H-indol-3-ylmethyl)-6,9,12,15,18-pentaoxo-7-propan-2-yl-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carboxamide",DB06791,H01,Pituitary and hypothalamic hormones and analogues 
Dapoxetine,DB04884,G04,Urologicals 
Iloperidone,DB04946,N05,Psycholeptics 
Dexrazoxane,DB00380,V03,All other therapeutic products 
Clobetasone,DB13158,D07,"Corticosteroids, dermatological preparations "
Clobetasone,DB13158,S01,Ophthalmologicals 
Epicillin,DB13300,J01,Antibacterials for systemic use 
Masoprocol,DB00179,L01,Antineoplastic agents
Diflorasone,DB00223,D07,"Corticosteroids, dermatological preparations "
Loperamide oxide,DB14661,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Talampicillin,DB13814,J01,Antibacterials for systemic use 
Fenpiverinium,DB13759,A03,Drugs for functional gastrointestinal disorders 
Voriconazole,DB00582,J02,Antimycotics for systemic use 
Chlorbenzoxamine,DB13788,A03,Drugs for functional gastrointestinal disorders 
Mebutizide,DB13430,C03,Diuretics 
Moroxydine,DB13597,J05,Antivirals for systemic use 
Meladrazine,DB13272,G04,Urologicals 
Naftazone,DB13680,C05,Vasoprotectives 
Mepindolol,DB13530,C07,Beta blocking agents 
Cefazedone,DB13778,J01,Antibacterials for systemic use 
Ranimustine,DB13832,L01,Antineoplastic agents 
Aceclofenac,DB06736,M01,Antiinflammatory and antirheumatic products 
Aceclofenac,DB06736,M02,Topical products for joint and muscular pain 
Methoserpidine,DB13631,C02,Antihypertensives 
Clometocillin,DB13686,J01,Antibacterials for systemic use 
Secnidazole,DB12834,P01,Antiprotozoals 
Clefamide,DB13512,P01,Antiprotozoals 
Chlormidazole,DB13611,D01,Antifungals for dermatological use 
Guanoclor,DB13779,C02,Antihypertensives 
Theodrenaline,DB12927,C01,Cardiac therapy 
Fenoxazoline,DB13736,R01,Nasal preparations 
Niaprazine,DB13687,N05,Psycholeptics 
Amezinium Metilsulfate,DB13330,C01,Cardiac therapy 
Rimazolium,DB13289,N02,Analgesics
Aspoxicillin,DB13816,J01,Antibacterials for systemic use 
Epanolol,DB13757,C07,Beta blocking agents 
Eberconazole,DB13656,D01,Antifungals for dermatological use 
Pheneturide,DB13362,N03,Antiepileptics 
Cyclobutyrol,DB13493,A05,Bile and liver therapy 
Bamipine,DB13489,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. "
Bamipine,DB13489,R06,Antihistamines for systemic use 
Terlipressin,DB02638,H01,Pituitary and hypothalamic hormones and analogues 
Fenoverine,DB13042,A03,Drugs for functional gastrointestinal disorders 
Morniflumate,DB09285,M01,Antiinflammatory and antirheumatic products 
Vinylbital,DB13770,N05,Psycholeptics 
Tolonidine,DB13429,C02,Antihypertensives 
Tioxolone,DB13343,D10,Anti-acne preparations 
Tolpropamine,DB13305,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. "
Tiemonium iodide,DB13666,A03,Drugs for functional gastrointestinal disorders 
Tritoqualine,DB13711,R06,Antihistamines for systemic use 
Levomepromazine,DB01403,N05,Psycholeptics 
Grepafloxacin,DB00365,J01,Antibacterials for systemic use 
Oleandomycin,DB11442,J01,Antibacterials for systemic use 
Clevudine,DB06683,J05,Antivirals for systemic use 
Doripenem,DB06211,J01,Antibacterials for systemic use 
Atovaquone,DB01117,P01,Antiprotozoals 
5-Bromo-4'-chlorosalicylanilide,DB13696,D01,Antifungals for dermatological use 
Rivastigmine,DB00989,N06,Psychoanaleptics 
Frovatriptan,DB00998,N02,Analgesics 
Eletriptan,DB00216,N02,Analgesics 
Rosiglitazone,DB00412,A10,Drugs used in diabetes 
Ethylbenzhydramine methyl iodide,DB13769,A03,Drugs for functional gastrointestinal disorders 
Bexarotene,DB00307,L01,Antineoplastic agents 
Agomelatine,DB06594,N06,Psychoanaleptics 
Flunisolide,DB00180,R01,Nasal preparations 
Flunisolide,DB00180,R03,Drugs for obstructive airway diseases 
Etofylline nicotinate,DB13842,C04,Peripheral vasodilators 
Tetramethrin,DB13752,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
Clarithromycin,DB01211,J01,Antibacterials for systemic use 
Dibunate,DB13796,R05,Cough and cold preparations 
D-Methionine,DB02893,V03,All other therapeutic products 
Nicotine,DB00184,N07,Other nervous system drugs 
Moexipril,DB00691,C09,Agents acting on the renin-angiotensin system 
Hydroquinidine,DB15300,C01,Cardiac therapy 
Cephacetrile,DB01414,J01,Antibacterials for systemic use 
Gliquidone,DB01251,A10,Drugs used in diabetes 
Levobupivacaine,DB01002,N01,Anesthetics 
Zofenopril,DB13166,C09,Agents acting on the renin-angiotensin system 
Argatroban,DB00278,B01,Antithrombotic agents 
Allopregnanolone,DB11859,N06,Psychoanaleptics 
Levoverbenone,DB13391,R05,Cough and cold preparations 
Propicillin,DB13660,J01,Antibacterials for systemic use 
Dextromoramide,DB01529,N02,Analgesics 
