primaryDomainId:ID,casNumber:string,dataSources:string[],displayName:string,domainIds:string[],drugGroups:string[],:LABEL,type:string
drugbank.DB13696,3679-64-9,drugbank|unichem,Bromochlorosalicylanilide,drugbank.DB13696|drug_central.3040|pubchem.77254,,Drug,Drug
drugbank.DB13697,539-21-9,drugbank,Ambazone,drugbank.DB13697|drug_central.145,,Drug,Drug
drugbank.DB13698,563-71-3,drugbank|unichem,Ferrous carbonate,drugbank.DB13698|drug_central.4542|pubchem.11248,,Drug,Drug
drugbank.DB13699,515-49-1,drugbank|unichem,Sulfathiourea,drugbank.DB13699|drug_central.3567|pubchem.3000579,,Drug,Drug
drugbank.DB13700,9012-00-4,drugbank,Protamine,drugbank.DB13700|drug_central.5034,,Drug,Drug
drugbank.DB13701,49755-67-1,drugbank|unichem,Ioglicic acid,drugbank.DB13701|drug_central.4580|pubchem.65437,,Drug,Drug
drugbank.DB13702,54663-47-7,drugbank|unichem,Tibezonium iodide,drugbank.DB13702|drug_central.2654|pubchem.6918582,,Drug,Drug
drugbank.DB13703,18840-47-6,drugbank|unichem,Gepefrine,drugbank.DB13703|drug_central.1290|pubchem.219105,,Drug,Drug
drugbank.DB13704,270076-60-3,drugbank,Pristinamycin,drugbank.DB13704|drug_central.3489,,Drug,Drug
drugbank.DB13705,38146-42-8,drugbank|unichem,Decamethoxine,drugbank.DB13705|drug_central.4919|pubchem.118984404,,Drug,Drug
drugbank.DB13706,17372-87-1,drugbank|unichem,Eosin,drugbank.DB13706|drug_central.4466|pubchem.11048|pubchem.2723833,,Drug,Drug
drugbank.DB13707,868-18-8,drugbank|unichem,Sodium tartrate,drugbank.DB13707|drug_central.4780|pubchem.162637|pubchem.59996489,,Drug,Drug
drugbank.DB13708,20287-37-0,drugbank|unichem,Fenquizone,drugbank.DB13708|drug_central.1162|pubchem.68548,,Drug,Drug
drugbank.DB13709,53449-58-4,drugbank|unichem,Ciclonicate,drugbank.DB13709|drug_central.3908|pubchem.10444661,,Drug,Drug
drugbank.DB13710,153-00-4,drugbank|unichem,Metenolone,drugbank.DB13710|drug_central.1743|pubchem.3037705,,Drug,Drug
drugbank.DB13711,14504-73-5,drugbank|chembl|unichem,Tritoqualine,drugbank.DB13711|drug_central.2765|pubchem.72145,approved,Drug,Drug
drugbank.DB13712,502-55-6,drugbank|unichem,Dixanthogen,drugbank.DB13712|drug_central.3163|pubchem.10404,,Drug,Drug
drugbank.DB13713,10447-39-9,drugbank|unichem,Quifenadine,drugbank.DB13713|drug_central.4748|pubchem.65600,,Drug,Drug
drugbank.DB13714,13741-18-9,drugbank|unichem,Xibornol,drugbank.DB13714|drug_central.2851|pubchem.76967262,,Drug,Drug
drugbank.DB13715,35898-87-4,drugbank|unichem,Dilazep,drugbank.DB13715|drug_central.893|pubchem.3074,,Drug,Drug
drugbank.DB13716,84-74-2,drugbank|unichem,Dibutylphthalate,drugbank.DB13716|drug_central.4414|pubchem.3026,,Drug,Drug
drugbank.DB13717,26002-80-2,drugbank|chembl|unichem,Phenothrin,drugbank.DB13717|drug_central.4686|pubchem.4767,approved,Drug,Drug
drugbank.DB13718,522-66-7,drugbank|unichem,Hydroquinine,drugbank.DB13718|drug_central.4570|pubchem.121515,,Drug,Drug
drugbank.DB13719,7077-34-1,drugbank|unichem,Trolnitrate,drugbank.DB13719|drug_central.2770|pubchem.11499,,Drug,Drug
drugbank.DB13720,15394-62-4,drugbank|chembl|unichem,Diphemanil,drugbank.DB13720|drug_central.915|pubchem.6127,approved,Drug,Drug
drugbank.DB13721,52315-07-8,drugbank|unichem,Cypermethrin,drugbank.DB13721|drug_central.4409|pubchem.2912,,Drug,Drug
drugbank.DB13722,31793-07-4,drugbank|chembl|unichem,Pirprofen,drugbank.DB13722|drug_central.2213|pubchem.35935,approved,Drug,Drug
drugbank.DB13723,76144-81-5,drugbank|unichem,Meldonium,drugbank.DB13723|drug_central.3995|pubchem.123868,,Drug,Drug
drugbank.DB13724,4936-47-4,drugbank|unichem,Nifuratel,drugbank.DB13724|drug_central.1926|pubchem.6433427,,Drug,Drug
drugbank.DB13725,15793-40-5,drugbank|chembl|unichem,Terodiline,drugbank.DB13725|drug_central.2603|pubchem.23480,approved,Drug,Drug
drugbank.DB13726,57-67-0,drugbank|chembl|unichem,Sulfaguanidine,drugbank.DB13726|drug_central.2505|pubchem.5324,approved,Drug,Drug
drugbank.DB13727,146-36-1,drugbank|unichem,Azapetine,drugbank.DB13727|drug_central.265|pubchem.8966,,Drug,Drug
drugbank.DB13728,50629-82-8,drugbank|unichem,Halometasone,drugbank.DB13728|drug_central.1352|pubchem.9846332,,Drug,Drug
drugbank.DB13729,59721-28-7,drugbank|unichem,Camostat,drugbank.DB13729|drug_central.471|pubchem.2536,,Drug,Drug
drugbank.DB13730,1088-92-2,drugbank|unichem,Nifurtoinol,drugbank.DB13730|drug_central.1930|pubchem.9571062,,Drug,Drug
drugbank.DB13731,18109-80-3,drugbank|unichem,Butamirate,drugbank.DB13731|drug_central.442|pubchem.28892,,Drug,Drug
drugbank.DB13732,133-51-7,drugbank|unichem,Meglumine antimoniate,drugbank.DB13732|drug_central.1669|pubchem.64953,,Drug,Drug
drugbank.DB13733,77-75-8,drugbank|chembl|unichem,Methylpentynol,drugbank.DB13733|drug_central.1687|pubchem.6494,approved,Drug,Drug
drugbank.DB13734,1322-20-9,drugbank,Biphenylol,drugbank.DB13734|drug_central.4768,,Drug,Drug
drugbank.DB13735,1321-14-8,drugbank,Potassium guaiacolsulfonate,drugbank.DB13735|drug_central.3485,,Drug,Drug
drugbank.DB13736,4846-91-7,drugbank|unichem,Fenoxazoline,drugbank.DB13736|drug_central.3225|pubchem.71899,,Drug,Drug
drugbank.DB13737,52-31-3,drugbank|chembl|unichem,Cyclobarbital,drugbank.DB13737|drug_central.750|pubchem.5838,approved,Drug,Drug
drugbank.DB13738,54-30-8,drugbank|unichem,Camylofin,drugbank.DB13738|drug_central.472|pubchem.5902,,Drug,Drug
drugbank.DB13739,983-85-7,drugbank|chembl|unichem,Penamecillin,drugbank.DB13739|drug_central.2077|pubchem.10250769,approved,Drug,Drug
drugbank.DB13740,64-65-3,drugbank|unichem,Bemegride,drugbank.DB13740|drug_central.3013|pubchem.2310,,Drug,Drug
drugbank.DB13741,2618-25-9,drugbank|unichem,Ioglycamic acid,drugbank.DB13741|drug_central.3306|pubchem.17477,,Drug,Drug
drugbank.DB13742,60731-46-6,drugbank|unichem,Elcatonin,drugbank.DB13742|drug_central.994|pubchem.53395169,,Drug,Drug
drugbank.DB13743,33614-49-2,drugbank|unichem,Sodium aurotiosulfate,drugbank.DB13743|drug_central.4707|pubchem.161780|pubchem.129633148|pubchem.46174112,,Drug,Drug
drugbank.DB13744,19562-30-2,drugbank|unichem,Piromidic acid,drugbank.DB13744|drug_central.2209|pubchem.4855,,Drug,Drug
drugbank.DB13745,49564-56-9,drugbank|unichem,Fazadinium bromide,drugbank.DB13745|drug_central.4535|pubchem.6321422,,Drug,Drug
drugbank.DB13746,584-79-2,drugbank|unichem,Bioallethrin,drugbank.DB13746|drug_central.4354|pubchem.11442,,Drug,Drug
drugbank.DB13747,102-71-6,drugbank|chembl|unichem,Trolamine,drugbank.DB13747|drug_central.2768|pubchem.7618,approved,Drug,Drug
drugbank.DB13748,30986-62-0,drugbank|unichem,Tidiacic arginine,drugbank.DB13748|drug_central.4735|pubchem.161685,,Drug,Drug
drugbank.DB13749,59625-89-7,drugbank|chembl|unichem,Magnesium gluconate,drugbank.DB13749|drug_central.4515|pubchem.91886357|pubchem.71587201,approved,Drug,Drug
drugbank.DB13750,7683-36-5,drugbank|unichem,Obidoxime,drugbank.DB13750|drug_central.4676|pubchem.135705158|pubchem.135412781|pubchem.8251|pubchem.135440423,,Drug,Drug
drugbank.DB13751,1405-86-3,drugbank|unichem,Glycyrrhizic acid,drugbank.DB13751|drug_central.1325|pubchem.14982,,Drug,Drug
drugbank.DB13752,7696-12-0,drugbank|chembl|unichem,Tetramethrin,drugbank.DB13752|drug_central.4730|pubchem.83975,approved,Drug,Drug
drugbank.DB13753,14176-10-4,drugbank|unichem,Cetiedil,drugbank.DB13753|drug_central.580|pubchem.66384,,Drug,Drug
drugbank.DB13754,70-07-5,drugbank|unichem,Mephenoxalone,drugbank.DB13754|drug_central.1693|pubchem.6257,,Drug,Drug
drugbank.DB13755,10397-75-8,drugbank|unichem,Iocarmic acid,drugbank.DB13755|drug_central.1450|pubchem.25229,,Drug,Drug
drugbank.DB13756,1182-87-2,drugbank|unichem,Peruvoside,drugbank.DB13756|drug_central.3809|pubchem.12314120,,Drug,Drug
drugbank.DB13757,86880-51-5,drugbank|unichem,Epanolol,drugbank.DB13757|drug_central.4467|pubchem.72014,,Drug,Drug
drugbank.DB13758,51-68-3,drugbank|unichem,Meclofenoxate,drugbank.DB13758|drug_central.1651|pubchem.4039,,Drug,Drug
drugbank.DB13759,258329-46-3,drugbank|unichem,Fenpiverinium,drugbank.DB13759|drug_central.1160|pubchem.71490,,Drug,Drug
drugbank.DB13760,84845-75-0,drugbank|unichem,Niperotidine,drugbank.DB13760|drug_central.4002|pubchem.66753191,,Drug,Drug
drugbank.DB13761,9031-11-2,drugbank,Tilactase,drugbank.DB13761,,Drug,Drug
drugbank.DB13762,177795-60-7,drugbank|unichem,Dexrabeprazole,drugbank.DB13762|drug_central.4867|pubchem.9906855,,Drug,Drug
drugbank.DB13763,27279-43-2,drugbank|unichem,Aurotioprol,drugbank.DB13763|drug_central.4767|pubchem.10452965,,Drug,Drug
drugbank.DB13764,23869-24-1,drugbank|unichem,Monoxerutin,drugbank.DB13764|drug_central.1835|pubchem.9852585,,Drug,Drug
drugbank.DB13765,7487-94-7,drugbank|unichem,Mercuric chloride,drugbank.DB13765|drug_central.4787|pubchem.5284416|pubchem.24085|pubchem.139036534,,Drug,Drug
drugbank.DB13766,3416-26-0,drugbank|chembl|unichem,Lidoflazine,drugbank.DB13766|drug_central.1580|pubchem.3926,approved,Drug,Drug
drugbank.DB13767,129731-10-8,drugbank|unichem,Vorozole,drugbank.DB13767|drug_central.3651|pubchem.6918191,,Drug,Drug
drugbank.DB13768,61869-07-6,drugbank|unichem,Domiodol,drugbank.DB13768|drug_central.944|pubchem.43814,,Drug,Drug
drugbank.DB13769,5982-52-5,drugbank|unichem,Emetonium iodide,drugbank.DB13769|drug_central.4327|pubchem.80084,,Drug,Drug
drugbank.DB13770,2430-49-1,drugbank|unichem,Vinylbital,drugbank.DB13770|drug_central.2829|pubchem.72135,,Drug,Drug
drugbank.DB13771,52031-09-1,drugbank|unichem,Ferric sodium citrate,drugbank.DB13771|pubchem.76957760,,Drug,Drug
drugbank.DB13772,101363-10-4,drugbank|unichem,Rufloxacin,drugbank.DB13772|drug_central.2412|pubchem.4979271|pubchem.58258,,Drug,Drug
drugbank.DB13773,80-35-3,drugbank|chembl|unichem,Sulfamethoxypyridazine,drugbank.DB13773|drug_central.2515|pubchem.5330,approved,Drug,Drug
drugbank.DB13774,16287-71-1,drugbank|unichem,Myristalkonium,drugbank.DB13774|pubchem.8756,,Drug,Drug
drugbank.DB13775,83688-84-0,drugbank|chembl|unichem,Tertatolol,drugbank.DB13775|drug_central.2605|pubchem.36920,approved,Drug,Drug
drugbank.DB13776,611-53-0,drugbank|unichem,Ibacitabine,drugbank.DB13776|drug_central.4572|pubchem.65050,,Drug,Drug
drugbank.DB13777,57526-81-5,drugbank|unichem,Prenalterol,drugbank.DB13777|drug_central.2258|pubchem.42396,,Drug,Drug
drugbank.DB13778,56187-47-4,drugbank|unichem,Cefazedone,drugbank.DB13778|drug_central.3071|pubchem.71736,,Drug,Drug
drugbank.DB13779,5001-32-1,drugbank|unichem,Guanoclor,drugbank.DB13779|drug_central.4564|pubchem.71835,,Drug,Drug
drugbank.DB13780,24818-79-9,drugbank|unichem,Aluminium clofibrate,drugbank.DB13780|drug_central.4437|drug_central.695|pubchem.10390009,,Drug,Drug
drugbank.DB13781,81801-12-9,drugbank|chembl|unichem,Xamoterol,drugbank.DB13781|drug_central.2848|pubchem.155774,approved,Drug,Drug
drugbank.DB13782,6829-98-7,drugbank|unichem,Imipramine oxide,drugbank.DB13782|drug_central.3295|pubchem.65589,,Drug,Drug
drugbank.DB13783,53164-05-9,drugbank|chembl|unichem,Acemetacin,drugbank.DB13783|drug_central.47|pubchem.1981,approved,Drug,Drug
drugbank.DB13784,2470-73-7,drugbank|unichem,Dixyrazine,drugbank.DB13784|drug_central.933|pubchem.17182,,Drug,Drug
drugbank.DB13785,17692-31-8,drugbank|unichem,Dropropizine,drugbank.DB13785|drug_central.967|pubchem.3169,,Drug,Drug
drugbank.DB13786,34717-03-8,drugbank|chembl|unichem,Magnesium orotate,drugbank.DB13786|drug_central.4594|pubchem.3036905|pubchem.136794844|pubchem.15930742,approved,Drug,Drug
drugbank.DB13787,51931-66-9,drugbank|unichem,Tilidine,drugbank.DB13787|drug_central.2663|pubchem.30131,,Drug,Drug
drugbank.DB13788,522-18-9,drugbank|unichem,Chlorbenzoxamine,drugbank.DB13788|drug_central.3090|pubchem.71636,,Drug,Drug
drugbank.DB13789,15930-12-8,drugbank|unichem,Aluminium acetotartrate,drugbank.DB13789|drug_central.4762|pubchem.76968033,,Drug,Drug
drugbank.DB13790,34161-24-5,drugbank|chembl|unichem,Fipexide,drugbank.DB13790|drug_central.1172|pubchem.3351,approved,Drug,Drug
drugbank.DB13791,26864-56-2,drugbank|unichem,Penfluridol,drugbank.DB13791|drug_central.2080|pubchem.33630,,Drug,Drug
drugbank.DB13792,636-54-4,drugbank|unichem,Clopamide,drugbank.DB13792|drug_central.706|pubchem.12492,,Drug,Drug
drugbank.DB13793,4880-88-0,drugbank|unichem,Vinburnine,drugbank.DB13793|drug_central.2824|pubchem.71203,,Drug,Drug
drugbank.DB13794,477-93-0,drugbank|unichem,Dimethoxanate,drugbank.DB13794|drug_central.905|pubchem.10610,,Drug,Drug
drugbank.DB13795,56518-41-3,drugbank|unichem,Brodimoprim,drugbank.DB13795|drug_central.398|pubchem.68760,,Drug,Drug
drugbank.DB13796,14992-58-6,drugbank|unichem,Dibunate,drugbank.DB13796|drug_central.860|pubchem.84746,,Drug,Drug
drugbank.DB13797,42220-21-3,drugbank|unichem,Iodocholesterol (131I),drugbank.DB13797|drug_central.4578|pubchem.450510,,Drug,Drug
drugbank.DB13798,113-78-0,drugbank|unichem,Demoxytocin,drugbank.DB13798|drug_central.3126|pubchem.449224,,Drug,Drug
drugbank.DB13799,520-77-4,drugbank|unichem,Ethadione,drugbank.DB13799|drug_central.1072|pubchem.10630,,Drug,Drug
drugbank.DB13800,591-64-0,drugbank|unichem,Calcium levulinate,drugbank.DB13800|drug_central.4844|pubchem.53297379|pubchem.11578,,Drug,Drug
drugbank.DB13801,55294-15-0,drugbank|chembl|unichem,Muzolimine,drugbank.DB13801|drug_central.1858|pubchem.41386,approved,Drug,Drug
drugbank.DB13802,1310101-21-3,drugbank,Epomediol,drugbank.DB13802|drug_central.1033,,Drug,Drug
drugbank.DB13803,14293-44-8,drugbank|chembl|unichem,Xipamide,drugbank.DB13803|drug_central.2853|pubchem.26618,approved,Drug,Drug
drugbank.DB13804,6336-50-1,drugbank|chembl|unichem,Benzylthiouracil,drugbank.DB13804|drug_central.339|pubchem.685814,approved,Drug,Drug
drugbank.DB13805,3625-25-0,drugbank|unichem,Reposal,drugbank.DB13805|drug_central.3824|pubchem.19254,,Drug,Drug
drugbank.DB13806,105431-72-9,drugbank|unichem,Linopirdine,drugbank.DB13806|drug_central.4588|pubchem.3932,,Drug,Drug
drugbank.DB13807,5334-23-6,drugbank|chembl|unichem,Tisopurine,drugbank.DB13807|drug_central.2682|pubchem.135445058,approved,Drug,Drug
drugbank.DB13808,524-81-2,drugbank|chembl|unichem,Mebhydrolin,drugbank.DB13808|drug_central.1643|pubchem.22530,approved,Drug,Drug
drugbank.DB13809,263351-82-2,drugbank,Paclitaxel poliglumex,drugbank.DB13809,,Drug,Drug
drugbank.DB13810,36309-01-0,drugbank|unichem,Dimemorfan,drugbank.DB13810|drug_central.900|pubchem.3037918,,Drug,Drug
drugbank.DB13811,190977-41-4,drugbank,Oblimersen,drugbank.DB13811,,Drug,Drug
drugbank.DB13812,5634-34-4,drugbank|unichem,Bufylline,drugbank.DB13812|drug_central.4426|pubchem.21850,,Drug,Drug
drugbank.DB13813,75-47-8,drugbank|chembl|unichem,Iodoform,drugbank.DB13813|drug_central.4579|pubchem.6374,approved,Drug,Drug
drugbank.DB13814,47747-56-8,drugbank|chembl|unichem,Talampicillin,drugbank.DB13814|drug_central.2554|pubchem.71447,approved,Drug,Drug
drugbank.DB13815,3572-52-9,drugbank|unichem,Xenysalate,drugbank.DB13815|drug_central.3027|pubchem.21720,,Drug,Drug
drugbank.DB13816,63358-49-6,drugbank|unichem,Aspoxicillin,drugbank.DB13816|drug_central.248|pubchem.71961,,Drug,Drug
drugbank.DB13817,77-65-6,drugbank|unichem,Carbromal,drugbank.DB13817|drug_central.504|pubchem.6488,,Drug,Drug
drugbank.DB13818,6915-57-7,drugbank|unichem,Bibrocathol,drugbank.DB13818|drug_central.4352|pubchem.10100751,,Drug,Drug
drugbank.DB13819,5696-09-3,drugbank|unichem,Proxazole,drugbank.DB13819|drug_central.2321|pubchem.8590,,Drug,Drug
drugbank.DB13820,3689-50-7,drugbank|unichem,Oxomemazine,drugbank.DB13820|drug_central.2025|pubchem.19396,,Drug,Drug
drugbank.DB13821,26973-24-0,drugbank|unichem,Ceftezole,drugbank.DB13821|drug_central.561|pubchem.65755,,Drug,Drug
drugbank.DB13822,4295-63-0,drugbank|unichem,Meprotixol,drugbank.DB13822|drug_central.4656|pubchem.71195,,Drug,Drug
drugbank.DB13823,51940-44-4,drugbank|chembl|unichem,Pipemidic acid,drugbank.DB13823|drug_central.2184|pubchem.4831|pubchem.6921791,approved,Drug,Drug
drugbank.DB13824,73121-56-9,drugbank|unichem,Enprostil,drugbank.DB13824|drug_central.1016|pubchem.9978336,,Drug,Drug
drugbank.DB13825,23271-74-1,drugbank|unichem,Fedrilate,drugbank.DB13825|drug_central.1139|pubchem.31796,,Drug,Drug
drugbank.DB13826,94-96-2,drugbank|unichem,Etohexadiol,drugbank.DB13826|drug_central.4774|pubchem.7211,,Drug,Drug
drugbank.DB13827,40507-78-6,drugbank|unichem,Indanazoline,drugbank.DB13827|drug_central.3298|pubchem.65979,,Drug,Drug
drugbank.DB13828,68359-37-5,drugbank|unichem,Cyfluthrin,drugbank.DB13828|drug_central.4407|pubchem.104926,,Drug,Drug
drugbank.DB13829,1344-95-2,drugbank|unichem,Calcium silicate,drugbank.DB13829|drug_central.4837|pubchem.73415800,,Drug,Drug
drugbank.DB13830,,drugbank|unichem,Copper usnate,drugbank.DB13830|pubchem.46222573,,Drug,Drug
drugbank.DB13831,7722-64-7,drugbank|unichem,Potassium permanganate,drugbank.DB13831|drug_central.4699|pubchem.516875,,Drug,Drug
drugbank.DB13832,58994-96-0,drugbank|unichem,Ranimustine,drugbank.DB13832|drug_central.3519|pubchem.71741,,Drug,Drug
drugbank.DB13833,31610-87-4,drugbank|chembl,Methylatropine,drugbank.DB13833|drug_central.4660,approved,Drug,Drug
drugbank.DB13834,8017-88-7,drugbank|unichem,Phenylmercuric borate,drugbank.DB13834|drug_central.4687|pubchem.53384581,,Drug,Drug
drugbank.DB13835,23465-76-1,drugbank|unichem,Caroverine,drugbank.DB13835|drug_central.514|pubchem.65709,,Drug,Drug
drugbank.DB13836,6489-97-0,drugbank|unichem,Metampicillin,drugbank.DB13836|drug_central.1718|pubchem.6713928,,Drug,Drug
drugbank.DB13837,40762-15-0,drugbank|unichem,Doxefazepam,drugbank.DB13837|drug_central.955|pubchem.38668,,Drug,Drug
drugbank.DB13838,15599-39-0,drugbank|chembl|unichem,Noxytiolin,drugbank.DB13838|drug_central.3391|pubchem.5251503,approved,Drug,Drug
drugbank.DB13839,486-79-3,drugbank|unichem,Dipyrocetyl,drugbank.DB13839|drug_central.3160|pubchem.68093,,Drug,Drug
drugbank.DB13840,7647-63-4,drugbank|unichem,Hydroxyethylpromethazine,drugbank.DB13840|drug_central.4571|pubchem.16406,,Drug,Drug
drugbank.DB13841,982-24-1,drugbank|unichem,Clopenthixol,drugbank.DB13841|drug_central.2877|drug_central.4397|drug_central.4075|pubchem.12454,,Drug,Drug
drugbank.DB13842,13425-39-3,drugbank|unichem,Etofylline nicotinate,drugbank.DB13842|drug_central.3212|pubchem.83435,,Drug,Drug
drugbank.DB13843,5251-34-3,drugbank|unichem,Cloprednol,drugbank.DB13843|drug_central.709|pubchem.5284535,,Drug,Drug
drugbank.DB13844,13473-38-6,drugbank|chembl|unichem,Pipenzolate,drugbank.DB13844|drug_central.2185|pubchem.4832,approved,Drug,Drug
drugbank.DB13845,90-54-0,drugbank|unichem,Etafenone,drugbank.DB13845|drug_central.1069|pubchem.3275,,Drug,Drug
drugbank.DB13846,91-82-7,drugbank|unichem,Pyrrobutamine,drugbank.DB13846|drug_central.2334|pubchem.8669,,Drug,Drug
drugbank.DB13847,,drugbank|unichem,Rhenium Re-186 sulfide,drugbank.DB13847|pubchem.117587627,,Drug,Drug
drugbank.DB13848,92812-82-3,drugbank|chembl|unichem,Fluorodopa (18F),drugbank.DB13848|drug_central.4550|pubchem.56494,approved,Drug,Drug
drugbank.DB13849,26717-47-5,drugbank|unichem,Clofibride,drugbank.DB13849|drug_central.696|pubchem.160134,,Drug,Drug
drugbank.DB13850,97094-64-9,drugbank|unichem,Timepidium,drugbank.DB13850|drug_central.2667|pubchem.5476,,Drug,Drug
drugbank.DB13851,75887-54-6,drugbank|chembl|unichem,Artemotil,drugbank.DB13851|drug_central.246|pubchem.3000469,approved,Drug,Drug
drugbank.DB13852,17243-57-1,drugbank|unichem,Mefenorex,drugbank.DB13852|drug_central.1664|pubchem.21777,,Drug,Drug
drugbank.DB13853,532-11-6,drugbank|unichem,Anethole trithione,drugbank.DB13853|drug_central.218|pubchem.2194,,Drug,Drug
drugbank.DB13854,506-26-3,drugbank|chembl|unichem,Gamolenic acid,drugbank.DB13854|drug_central.1276|pubchem.5280933,approved,Drug,Drug
drugbank.DB13855,965-52-6,drugbank|chembl|unichem,Nifuroxazide,drugbank.DB13855|drug_central.1928|pubchem.5337997,approved,Drug,Drug
drugbank.DB13856,3693-38-7,drugbank|unichem,Fluclorolone,drugbank.DB13856|drug_central.3232|drug_central.4546|pubchem.76962649,,Drug,Drug
drugbank.DB13857,10116-22-0,drugbank|unichem,Demegestone,drugbank.DB13857|drug_central.803|pubchem.93057,,Drug,Drug
drugbank.DB13858,95-27-2,drugbank|chembl|unichem,Dimazole,drugbank.DB13858|drug_central.3725|pubchem.8708,approved,Drug,Drug
drugbank.DB13860,36364-49-5,drugbank|unichem,Imidazole salicylate,drugbank.DB13860|drug_central.2416|pubchem.37425|pubchem.66830803,,Drug,Drug
drugbank.DB13861,89797-00-2,drugbank|unichem,Iopentol,drugbank.DB13861|drug_central.1466|pubchem.56016,,Drug,Drug
drugbank.DB13862,7757-87-1,drugbank|unichem,Magnesium phosphate,drugbank.DB13862|drug_central.4596|pubchem.24439,,Drug,Drug
drugbank.DB13863,488-69-7,drugbank|unichem,Fosfructose,drugbank.DB13863|pubchem.84951,,Drug,Drug
drugbank.DB13864,142261-03-8,drugbank,Hemoglobin crosfumaril,drugbank.DB13864,,Drug,Drug
drugbank.DB13865,4914-30-1,drugbank|unichem,Dehydroemetine,drugbank.DB13865|drug_central.3129|pubchem.21022,,Drug,Drug
drugbank.DB13866,1231-93-2,drugbank|unichem,Etynodiol,drugbank.DB13866|drug_central.1095|pubchem.14687,,Drug,Drug
drugbank.DB13867,90566-53-3,drugbank|unichem,Fluticasone,drugbank.DB13867|drug_central.1225|drug_central.4554|pubchem.5311101,,Drug,Drug
drugbank.DB13868,106941-25-7,drugbank|unichem,Adefovir,drugbank.DB13868|drug_central.88|pubchem.60172,,Drug,Drug
drugbank.DB13869,20772-64-9,drugbank,2-Methoxy-6-{(E)-[(4-methylphenyl)imino]methyl}phenol,drugbank.DB13869,,Drug,Drug
drugbank.DB13871,54029-12-8,drugbank|unichem,Albendazole oxide,drugbank.DB13871|drug_central.104|pubchem.83969,,Drug,Drug
drugbank.DB13872,848-75-9,drugbank|chembl|unichem,Lormetazepam,drugbank.DB13872|drug_central.1608|pubchem.13314,approved,Drug,Drug
drugbank.DB13873,42017-89-0,drugbank|chembl|unichem,Fenofibric acid,drugbank.DB13873|drug_central.4505|pubchem.64929,approved,Drug,Drug
drugbank.DB13874,1446502-11-9,drugbank|chembl|unichem,Enasidenib,drugbank.DB13874|drug_central.5251|pubchem.89683805,approved,Drug,Drug
drugbank.DB13875,304-21-2,drugbank|unichem,Harmaline,drugbank.DB13875|pubchem.3564,,Drug,Drug
drugbank.DB13876,63638-91-5,drugbank|unichem,Brofaromine,drugbank.DB13876|pubchem.44571,,Drug,Drug
drugbank.DB13877,160003-66-7,drugbank|unichem,Iniparib,drugbank.DB13877|pubchem.9796068,,Drug,Drug
drugbank.DB13878,1353900-92-1,drugbank|chembl|unichem,Pibrentasvir,drugbank.DB13878|drug_central.5244|pubchem.58031952,approved,Drug,Drug
drugbank.DB13879,1365970-03-1,drugbank|chembl|unichem,Glecaprevir,drugbank.DB13879|drug_central.5243|pubchem.66828839,approved,Drug,Drug
drugbank.DB13881,1823078-37-0,drugbank,Tisagenlecleucel,drugbank.DB13881,,Drug,Drug
drugbank.DB13882,93-60-7,drugbank|chembl|unichem,Methyl nicotinate,drugbank.DB13882|drug_central.3355|pubchem.7151,approved,Drug,Drug
drugbank.DB13883,,drugbank,Coral snake (micrurus fulvius) immune globulin antivenin (equine),drugbank.DB13883,,Drug,Drug
drugbank.DB13884,1357448-54-4,drugbank,Albutrepenonacog alfa,drugbank.DB13884|drug_central.5189,,Drug,Drug
drugbank.DB13885,1310-45-8,drugbank,Ferric subsulfate,drugbank.DB13885,,Drug,Drug
drugbank.DB13886,339086-15-6,drugbank,Human cytomegalovirus immune globulin,drugbank.DB13886,,Drug,Drug
drugbank.DB13887,,drugbank,Meningococcal polysaccharide vaccine group W-135,drugbank.DB13887,,Drug,Drug
drugbank.DB13888,,drugbank,Meningococcal polysaccharide vaccine group Y,drugbank.DB13888,,Drug,Drug
drugbank.DB13889,,drugbank,Meningococcal polysaccharide vaccine group A,drugbank.DB13889,,Drug,Drug
drugbank.DB13890,,drugbank,Meningococcal polysaccharide vaccine group C,drugbank.DB13890,,Drug,Drug
drugbank.DB13891,,drugbank,Crotalus scutulatus antivenin,drugbank.DB13891,,Drug,Drug
drugbank.DB13892,,drugbank,Crotalus atrox antivenin,drugbank.DB13892,,Drug,Drug
drugbank.DB13893,,drugbank,Crotalus adamanteus antivenin,drugbank.DB13893,,Drug,Drug
drugbank.DB13894,,drugbank,Agkistrodon piscivorus antivenin,drugbank.DB13894,,Drug,Drug
drugbank.DB13895,,drugbank,Rhus Glabra Pollen,drugbank.DB13895,,Drug,Drug
drugbank.DB13896,1187560-31-1,drugbank,Talimogene laherparepvec,drugbank.DB13896|drug_central.5180,,Drug,Drug
drugbank.DB13897,,drugbank,Equine Botulinum Neurotoxin E Immune FAB2,drugbank.DB13897,,Drug,Drug
drugbank.DB13898,,drugbank,Equine Botulinum Neurotoxin C Immune FAB2,drugbank.DB13898,,Drug,Drug
drugbank.DB13899,,drugbank,Equine Botulinum Neurotoxin G Immune FAB2,drugbank.DB13899,,Drug,Drug
drugbank.DB13900,,drugbank,Equine Botulinum Neurotoxin A Immune FAB2,drugbank.DB13900,,Drug,Drug
drugbank.DB13901,,drugbank,Equine Botulinum Neurotoxin F Immune FAB2,drugbank.DB13901,,Drug,Drug
